      EF                  x                  y                  z                J0_x               J0_y               J0_z               J1_x               J1_y               J1_z               J2_x               J2_y               J2_z      
      12.457000         434.149683        -431.910903       11837.523511           0.013138          -0.013196          -2.572686          -0.554927           0.554896          13.000334         434.691472        -432.452603       11827.095862
      12.458000         472.088209        -469.874014       11788.031520           0.013181          -0.013239          -2.574812          -0.552231           0.552200          13.012904         472.627259        -470.412975       11777.593428
      12.459000         510.053084        -507.863499       11738.494022           0.013224          -0.013282          -2.576948          -0.549534           0.549503          13.025400         510.589393        -508.399719       11728.045570
      12.460000         548.085368        -545.920150       11688.567617           0.013264          -0.013322          -2.579454          -0.546661           0.546629          13.037465         548.618764        -546.453457       11678.109606
      12.461000         586.111863        -583.971092       11638.784937           0.013189          -0.013247          -2.583301          -0.542562           0.542533          13.044895         586.641235        -584.500377       11628.323343
      12.462000         624.013018        -621.897067       11590.523014           0.013037          -0.013094          -2.586988          -0.537758           0.537729          13.049487         624.537739        -622.421701       11580.060516
      12.463000         662.133482        -660.042274       11541.002307           0.013034          -0.013092          -2.590046          -0.533760           0.533731          13.058683         662.654208        -660.562913       11530.533671
      12.464000         700.353890        -698.287402       11490.911804           0.013097          -0.013154          -2.592819          -0.530107           0.530078          13.069911         700.870900        -698.804325       11480.434711
      12.465000         738.578411        -736.536657       11440.843391           0.013158          -0.013216          -2.595566          -0.526460           0.526431          13.081097         739.091713        -737.049872       11430.357860
      12.466000         776.816345        -774.799305       11390.834084           0.013220          -0.013277          -2.598285          -0.522833           0.522803          13.092267         777.325958        -775.308831       11380.340102
      12.467000         815.071742        -813.079390       11340.910333           0.013280          -0.013337          -2.600972          -0.519229           0.519199          13.103432         815.577691        -813.585251       11330.407873
      12.468000         853.339391        -851.371696       11291.082363           0.013339          -0.013397          -2.603623          -0.515649           0.515618          13.114596         853.841700        -851.873918       11280.571389
      12.469000         891.615807        -889.672741       11241.360082           0.013397          -0.013455          -2.606234          -0.512090           0.512060          13.125764         892.114500        -890.171346       11230.840552
      12.470000         929.897796        -927.979325       11191.754170           0.013454          -0.013511          -2.608803          -0.508553           0.508523          13.136939         930.392895        -928.474337       11181.226034
      12.471000         968.181961        -966.288052       11142.279022           0.013509          -0.013566          -2.611324          -0.505036           0.505005          13.148123         968.673489        -966.779492       11131.742224
      12.472000        1006.466558       -1004.597179       11092.939857           0.013562          -0.013619          -2.613800          -0.501538           0.501507          13.159315        1006.954534       -1005.085067       11082.394342
      12.473000        1044.757265       -1042.912385       11043.697481           0.013615          -0.013673          -2.616269          -0.498050           0.498018          13.170494        1045.241700       -1043.396731       11033.143255
      12.474000        1083.053069       -1081.232651       10994.548314           0.013669          -0.013727          -2.618738          -0.494571           0.494539          13.181657        1083.533970       -1081.713464       10983.985395
      12.475000        1121.351296       -1119.555304       10945.497847           0.013724          -0.013781          -2.621209          -0.491100           0.491068          13.192806        1121.828672       -1120.032590       10934.926251
      12.476000        1159.649304       -1157.877698       10896.551368           0.013779          -0.013836          -2.623681          -0.487637           0.487605          13.203939        1160.123162       -1158.351467       10885.971110
      12.477000        1197.944412       -1196.197153       10847.714203           0.013835          -0.013892          -2.626154          -0.484184           0.484151          13.215058        1198.414761       -1196.667412       10837.125300
      12.478000        1236.233955       -1234.511001       10798.991514           0.013891          -0.013948          -2.628628          -0.480738           0.480706          13.226162        1236.700802       -1234.977758       10788.393981
      12.479000        1274.514999       -1272.816306       10750.388325           0.013948          -0.014005          -2.631104          -0.477300           0.477266          13.237252        1274.978350       -1273.279567       10739.782177
      12.480000        1312.784083       -1311.109607       10701.909614           0.014005          -0.014062          -2.633580          -0.473862           0.473828          13.248330        1313.243939       -1311.569372       10691.294865
      12.481000        1351.038389       -1349.388083       10653.560367           0.014063          -0.014120          -2.636058          -0.470424           0.470390          13.259397        1351.494751       -1349.844354       10642.937028
      12.482000        1389.275110       -1387.648927       10605.345395           0.014120          -0.014177          -2.638537          -0.466986           0.466952          13.270453        1389.727976       -1388.101702       10594.713479
      12.483000        1427.491537       -1425.889427       10557.269591           0.014178          -0.014235          -2.641017          -0.463549           0.463515          13.281498        1427.940908       -1426.338707       10546.629110
      12.484000        1465.684471       -1464.106387       10509.337548           0.014236          -0.014293          -2.643499          -0.460117           0.460082          13.292530        1466.130352       -1464.552176       10498.688517
      12.485000        1503.848440       -1502.294380       10461.552220           0.014296          -0.014353          -2.645982          -0.456725           0.456690          13.303522        1504.290868       -1502.736716       10450.894680
      12.486000        1541.979594       -1540.449580       10413.908429           0.014359          -0.014416          -2.648470          -0.453367           0.453331          13.314441        1542.418601       -1540.888495       10403.242458
      12.487000        1580.079639       -1578.573689       10366.397187           0.014422          -0.014479          -2.650961          -0.450005           0.449969          13.325240        1580.515222       -1579.009179       10355.722908
      12.488000        1618.150426       -1616.668568       10319.033457           0.014484          -0.014541          -2.653451          -0.446636           0.446600          13.335960        1618.582579       -1617.100627       10308.350948
      12.489000        1656.189210       -1654.731470       10271.821688           0.014545          -0.014602          -2.655940          -0.443260           0.443224          13.346599        1656.617925       -1655.160092       10261.131029
      12.490000        1694.193122       -1692.759525       10224.766789           0.014606          -0.014663          -2.658428          -0.439877           0.439839          13.357159        1694.618392       -1693.184701       10214.068059
      12.491000        1732.159286       -1730.749855       10177.873523           0.014667          -0.014723          -2.660915          -0.436485           0.436447          13.367639        1732.581105       -1731.171579       10167.166800
      12.492000        1770.084704       -1768.699460       10131.146682           0.014726          -0.014783          -2.663401          -0.433085           0.433047          13.378038        1770.503063       -1769.117725       10120.432046
      12.493000        1807.966564       -1806.605527       10084.591219           0.014786          -0.014842          -2.665886          -0.429677           0.429639          13.388356        1808.381456       -1807.020324       10073.868749
      12.494000        1845.801963       -1844.465152       10038.212034           0.014844          -0.014901          -2.668370          -0.426261           0.426222          13.398594        1846.213380       -1844.876473       10027.481810
      12.495000        1883.587960       -1882.275390        9992.014075           0.014902          -0.014959          -2.670853          -0.422836           0.422797          13.408751        1883.995894       -1882.683228        9981.276177
      12.496000        1921.321598       -1920.033283        9946.002309           0.014960          -0.015017          -2.673334          -0.419403           0.419364          13.418827        1921.726042       -1920.437631        9935.256816
      12.497000        1958.999906       -1957.735859        9900.181739           0.015017          -0.015074          -2.675814          -0.415962           0.415922          13.428823        1959.400851       -1958.136708        9889.428731
      12.498000        1996.619905       -1995.380138        9854.557391           0.015073          -0.015130          -2.678294          -0.412512           0.412471          13.438737        1997.017343       -1995.777479        9843.796947
      12.499000        2034.178579       -2032.963100        9809.134315           0.015130          -0.015186          -2.680772          -0.409053           0.409012          13.448571        2034.572503       -2033.356926        9798.366515
      12.500000        2071.672945       -2070.481760        9763.917616           0.015185          -0.015242          -2.683248          -0.405586           0.405545          13.458325        2072.063345       -2070.872064        9753.142540
      12.501000        2109.099877       -2107.932993        9718.912427           0.015240          -0.015297          -2.685724          -0.402110           0.402068          13.467998        2109.486747       -2108.319765        9708.130154
      12.502000        2146.456408       -2145.313828        9674.123892           0.015294          -0.015351          -2.688198          -0.398625           0.398583          13.477589        2146.839738       -2145.697060        9663.334501
      12.503000        2178.701653       -2177.583271        9634.614874           0.015345          -0.015402          -2.690668          -0.395376           0.395334          13.487105        2179.081685       -2177.963203        9623.818438
      12.504000        2188.718532       -2187.613458        9625.232938           0.015379          -0.015435          -2.693116          -0.393191           0.393149          13.496570        2189.096345       -2187.991171        9614.429484
      12.505000        2175.107968       -2173.980975        9689.629215           0.015388          -0.015445          -2.695524          -0.392055           0.392014          13.506005        2175.484635       -2174.357545        9678.818734
      12.506000        2137.878010       -2136.693762        9834.760927           0.015369          -0.015425          -2.697909          -0.391937           0.391899          13.515477        2138.254579       -2137.070236        9823.943359
      12.507000        2077.041390       -2075.764564       10060.595232           0.015321          -0.015378          -2.700289          -0.392819           0.392784          13.525084        2077.418888       -2076.141971       10049.770436
      12.508000        1992.615290       -1991.210585       10367.081357           0.015254          -0.015310          -2.702674          -0.394695           0.394665          13.534962        1992.994731       -1991.589940       10356.249069
      12.509000        1902.579541       -1901.077752       10710.881147           0.015183          -0.015240          -2.705162          -0.396970           0.396943          13.545444        1902.961328       -1901.459455       10700.040865
      12.510000        1857.542323       -1855.951899       10970.044556           0.015199          -0.015255          -2.707831          -0.396946           0.396921          13.555120        1857.924070       -1856.333565       10959.197266
      12.511000        1860.346179       -1858.925345       11114.595763           0.015319          -0.015375          -2.710813          -0.394285           0.394251          13.564203        1860.725146       -1859.304221       11103.742373
      12.512000        1886.636797       -1885.232283       11102.763756           0.015359          -0.015416          -2.713274          -0.391202           0.391167          13.572888        1887.012639       -1885.608034       11091.904142
      12.513000        1912.894701       -1911.506546       11090.993093           0.015400          -0.015456          -2.715734          -0.388101           0.388066          13.581495        1913.267402       -1911.879156       11080.127332
      12.514000        1939.118499       -1937.746742       11079.284091           0.015440          -0.015496          -2.718194          -0.384983           0.384948          13.590025        1939.488042       -1938.116193       11068.412261
      12.515000        1965.306651       -1963.951329       11067.636962           0.015480          -0.015536          -2.720652          -0.381848           0.381813          13.598478        1965.673020       -1964.317606       11056.759136
      12.516000        1991.458048       -1990.119198       11056.051019           0.015519          -0.015575          -2.723109          -0.378696           0.378660          13.606854        1991.821225       -1990.482282       11045.167274
      12.517000        2017.571387       -2016.249046       11044.526018           0.015558          -0.015615          -2.725564          -0.375527           0.375490          13.615154        2017.931355       -2016.608922       11033.636427
      12.518000        2043.645322       -2042.339525       11033.061733           0.015597          -0.015654          -2.728017          -0.372340           0.372303          13.623380        2044.002064       -2042.696175       11022.166370
      12.519000        2069.678530       -2068.389314       11021.657902           0.015636          -0.015692          -2.730469          -0.369135           0.369098          13.631531        2070.032029       -2068.742719       11010.756840
      12.520000        2095.669669       -2094.397067       11010.314214           0.015675          -0.015731          -2.732919          -0.365913           0.365876          13.639609        2096.019908       -2094.747212       10999.407525
      12.521000        2121.617382       -2120.361429       10999.030197           0.015713          -0.015769          -2.735368          -0.362674           0.362636          13.647612        2121.964343       -2120.708296       10988.117953
      12.522000        2147.520229       -2146.280959       10987.804220           0.015751          -0.015807          -2.737814          -0.359416           0.359378          13.655538        2147.863894       -2146.624529       10976.886495
      12.523000        2173.376809       -2172.154255       10976.635816           0.015788          -0.015845          -2.740258          -0.356140           0.356101          13.663389        2173.717160       -2172.494512       10965.712684
      12.524000        2199.185718       -2197.979912       10965.524782           0.015826          -0.015882          -2.742699          -0.352846           0.352806          13.671165        2199.522737       -2198.316836       10954.596317
      12.525000        2224.945569       -2223.756543       10954.470940           0.015863          -0.015919          -2.745139          -0.349533           0.349493          13.678866        2225.279239       -2224.090117       10943.537213
      12.526000        2250.654884       -2249.482669       10943.473884           0.015900          -0.015956          -2.747576          -0.346202           0.346162          13.686493        2250.985187       -2249.812875       10932.534966
      12.527000        2276.307560       -2275.152190       10932.533580           0.015936          -0.015992          -2.750009          -0.342854           0.342813          13.694066        2276.634477       -2275.479011       10921.589523
      12.528000        2301.780657       -2300.642156       10921.692401           0.015974          -0.016030          -2.752444          -0.339512           0.339472          13.701606        2302.104196       -2300.965598       10910.743239
      12.529000        2327.010681       -2325.889072       10910.980780           0.016018          -0.016074          -2.754886          -0.336158           0.336117          13.709038        2327.330821       -2326.209115       10900.026629
      12.530000        2351.884557       -2350.779792       10900.441370           0.016066          -0.016122          -2.757332          -0.332792           0.332750          13.716359        2352.201283       -2351.096420       10889.482343
      12.531000        2376.365015       -2375.277031       10890.094082           0.016113          -0.016169          -2.759776          -0.329442           0.329401          13.723563        2376.678345       -2375.590263       10879.130296
      12.532000        2400.450618       -2399.379351       10879.937903           0.016160          -0.016216          -2.762219          -0.326110           0.326067          13.730654        2400.760568       -2399.689203       10868.969468
      12.533000        2424.140106       -2423.085492       10869.971808           0.016206          -0.016262          -2.764659          -0.322793           0.322751          13.737633        2424.446694       -2423.391981       10858.998835
      12.534000        2447.432167       -2446.394141       10860.194950           0.016251          -0.016307          -2.767098          -0.319493           0.319450          13.744504        2447.735409       -2446.697284       10849.217543
      12.535000        2470.325528       -2469.304024       10850.606349           0.016295          -0.016351          -2.769533          -0.316209           0.316165          13.751270        2470.625442       -2469.603838       10839.624612
      12.536000        2492.818688       -2491.813640       10841.204602           0.016338          -0.016394          -2.771966          -0.312940           0.312897          13.757934        2493.115291       -2492.110143       10830.218634
      12.537000        2514.910618       -2513.921958       10831.988641           0.016380          -0.016437          -2.774396          -0.309688           0.309644          13.764498        2515.203925       -2514.215165       10820.998539
      12.538000        2536.600126       -2535.627788       10822.957107           0.016422          -0.016478          -2.776822          -0.306451           0.306406          13.770964        2536.890155       -2535.917716       10811.962965
      12.539000        2557.886066       -2556.929980       10814.108570           0.016462          -0.016518          -2.779245          -0.303229           0.303184          13.777335        2558.172833       -2557.216646       10803.110480
      12.540000        2578.767268       -2577.827366       10805.441530           0.016501          -0.016557          -2.781664          -0.300023           0.299977          13.783611        2579.050789       -2578.110785       10794.439583
      12.541000        2599.242625       -2598.318836       10796.954333           0.016540          -0.016596          -2.784079          -0.296831           0.296786          13.789796        2599.522917       -2598.599026       10785.948616
      12.542000        2619.311101       -2618.403355       10788.645211           0.016577          -0.016633          -2.786489          -0.293656           0.293609          13.795890        2619.588180       -2618.680332       10777.635811
      12.543000        2638.971621       -2638.079847       10780.512373           0.016612          -0.016668          -2.788896          -0.290495           0.290449          13.801895        2639.245504       -2638.353628       10769.499374
      12.544000        2658.223161       -2657.347288       10772.553900           0.016647          -0.016703          -2.791297          -0.287350           0.287303          13.807812        2658.493864       -2657.617889       10761.537386
      12.545000        2677.064725       -2676.204680       10764.767780           0.016680          -0.016736          -2.793694          -0.284221           0.284174          13.813641        2677.332266       -2676.472118       10753.747833
      12.546000        2695.481561       -2694.637274       10757.180505           0.016712          -0.016768          -2.796093          -0.281107           0.281059          13.819374        2695.745955       -2694.901565       10746.157224
      12.547000        2713.484197       -2712.655591       10749.767755           0.016743          -0.016799          -2.798490          -0.278008           0.277960          13.825029        2713.745462       -2712.916752       10738.741215
      12.548000        2731.074156       -2730.261154       10742.522553           0.016773          -0.016829          -2.800882          -0.274926           0.274877          13.830610        2731.332309       -2730.519203       10731.492824
      12.549000        2748.250583       -2747.453107       10735.442418           0.016801          -0.016857          -2.803269          -0.271860           0.271811          13.836118        2748.505642       -2747.708062       10724.409569
      12.550000        2765.012715       -2764.230687       10728.524485           0.016828          -0.016884          -2.805650          -0.268812           0.268762          13.841550        2765.264699       -2764.482566       10717.488585
      12.551000        2781.359837       -2780.593179       10721.765694           0.016853          -0.016909          -2.808026          -0.265781           0.265731          13.846907        2781.608765       -2780.842001       10710.726813
      12.552000        2797.291077       -2796.539708       10715.163366           0.016877          -0.016932          -2.810396          -0.262767           0.262717          13.852188        2797.536967       -2796.785493       10704.121574
      12.553000        2812.805940       -2812.069781       10708.713889           0.016899          -0.016954          -2.812760          -0.259772           0.259721          13.857393        2813.048813       -2812.312548       10697.669256
      12.554000        2827.903481       -2827.182451       10702.414604           0.016919          -0.016975          -2.815118          -0.256795           0.256744          13.862525        2828.143357       -2827.422220       10691.367197
      12.555000        2842.583014       -2841.877032       10696.262265           0.016937          -0.016993          -2.817470          -0.253837           0.253786          13.867581        2842.819914       -2842.113825       10685.212153
      12.556000        2856.844282       -2856.153264       10690.253090           0.016954          -0.017010          -2.819816          -0.250900           0.250848          13.872564        2857.078228       -2856.387103       10679.200342
      12.557000        2870.686353       -2870.010213       10684.373827           0.016969          -0.017024          -2.822155          -0.247984           0.247932          13.877475        2870.917368       -2870.241121       10673.318507
      12.558000        2884.109096       -2883.447751       10678.614429           0.016981          -0.017037          -2.824487          -0.245090           0.245037          13.882313        2884.337204       -2883.675752       10667.556603
      12.559000        2897.111618       -2896.464977       10672.964898           0.016992          -0.017048          -2.826815          -0.242221           0.242168          13.887073        2897.336847       -2896.690098       10661.904640
      12.560000        2909.690127       -2909.058106       10667.416391           0.017001          -0.017056          -2.829140          -0.239381           0.239328          13.891750        2909.912508       -2909.280378       10656.353780
      12.561000        2921.843812       -2921.226325       10661.964864           0.017007          -0.017063          -2.831462          -0.236571           0.236518          13.896345        2922.063376       -2921.445779       10650.899981
      12.562000        2933.572170       -2932.969132       10656.606368           0.017012          -0.017068          -2.833782          -0.233791           0.233737          13.900860        2933.788949       -2933.185801       10645.539290
      12.563000        2944.874724       -2944.286050       10651.336840           0.017015          -0.017071          -2.836100          -0.231040           0.230986          13.905296        2945.088749       -2944.499966       10640.267644
      12.564000        2955.751052       -2955.176658       10646.152244           0.017016          -0.017071          -2.838415          -0.228320           0.228266          13.909657        2955.962357       -2955.387853       10635.081002
      12.565000        2966.201502       -2965.641302       10641.051328           0.017014          -0.017069          -2.840728          -0.225630           0.225575          13.913969        2966.410118       -2965.849808       10629.978087
      12.566000        2976.225889       -2975.679796       10636.031684           0.017010          -0.017065          -2.843035          -0.222969           0.222913          13.918244        2976.431848       -2975.885644       10624.956475
      12.567000        2985.826157       -2985.294044       10631.089466           0.017003          -0.017059          -2.845338          -0.220340           0.220284          13.922490        2986.029494       -2985.497270       10620.012314
      12.568000        2995.004580       -2994.486327       10626.221130           0.016994          -0.017050          -2.847636          -0.217746           0.217689          13.926712        2995.205331       -2994.686966       10615.142054
      12.569000        3003.760818       -3003.256304       10621.422880           0.016984          -0.017040          -2.849929          -0.215186           0.215130          13.930914        3003.959020       -3003.454394       10610.341896
      12.570000        3012.094558       -3011.603664       10616.690873           0.016972          -0.017027          -2.852218          -0.212662           0.212605          13.935098        3012.290248       -3011.799241       10605.607993
      12.571000        3020.005501       -3019.528106       10612.021248           0.016958          -0.017013          -2.854502          -0.210171           0.210114          13.939269        3020.198715       -3019.721206       10600.936481
      12.572000        3027.493378       -3027.029361       10607.410123           0.016941          -0.016997          -2.856781          -0.207715           0.207657          13.943429        3027.684152       -3027.220020       10596.323476
      12.573000        3034.557942       -3034.107180       10602.853593           0.016923          -0.016979          -2.859056          -0.205292           0.205233          13.947582        3034.746310       -3034.295434       10591.765067
      12.574000        3041.199377       -3040.761743       10598.349926           0.016903          -0.016958          -2.861327          -0.202883           0.202824          13.951736        3041.385357       -3040.947609       10587.259517
      12.575000        3047.420971       -3046.996335       10593.901414           0.016879          -0.016935          -2.863594          -0.200446           0.200387          13.955902        3047.604538       -3047.179788       10582.809105
      12.576000        3053.224248       -3052.812485       10589.520240           0.016853          -0.016908          -2.865856          -0.198000           0.197940          13.960073        3053.405395       -3052.993517       10578.426023
      12.577000        3058.610306       -3058.211290       10585.205179           0.016825          -0.016881          -2.868114          -0.195553           0.195493          13.964268        3058.789034       -3058.389902       10574.109026
      12.578000        3063.579024       -3063.192630       10580.952002           0.016796          -0.016852          -2.870368          -0.193104           0.193044          13.968489        3063.755332       -3063.368822       10569.853881
      12.579000        3068.130307       -3067.756410       10576.756375           0.016765          -0.016821          -2.872618          -0.190654           0.190593          13.972741        3068.304195       -3067.930182       10565.656251
      12.580000        3072.264088       -3071.902562       10572.613858           0.016733          -0.016789          -2.874864          -0.188201           0.188140          13.977029        3072.435556       -3072.073913       10561.511693
      12.581000        3075.980327       -3075.631046       10568.519908           0.016699          -0.016755          -2.877105          -0.185745           0.185684          13.981356        3076.149373       -3075.799975       10557.415658
      12.582000        3079.279008       -3078.941844       10564.469876           0.016664          -0.016720          -2.879343          -0.183287           0.183225          13.985726        3079.445630       -3079.108349       10553.363492
      12.583000        3082.160144       -3081.834971       10560.459012           0.016627          -0.016683          -2.881575          -0.180825           0.180762          13.990144        3082.324341       -3081.999050       10549.350442
      12.584000        3084.623749       -3084.310439       10556.482504           0.016589          -0.016645          -2.883803          -0.178358           0.178295          13.994614        3084.785517       -3084.472089       10545.371693
      12.585000        3086.669902       -3086.368327       10552.535371           0.016550          -0.016605          -2.886027          -0.175887           0.175823          13.999140        3086.829239       -3086.527545       10541.422259
      12.586000        3088.298703       -3088.008735       10548.612523           0.016509          -0.016565          -2.888246          -0.173410           0.173347          14.003726        3088.455604       -3088.165517       10537.497043
      12.587000        3089.510210       -3089.231721       10544.708933           0.016467          -0.016522          -2.890460          -0.170928           0.170864          14.008376        3089.664671       -3089.386062       10533.591017
      12.588000        3090.304633       -3090.037494       10540.819174           0.016423          -0.016479          -2.892670          -0.168440           0.168375          14.013096        3090.456650       -3090.189390       10529.698748
      12.589000        3090.682136       -3090.426217       10536.937877           0.016378          -0.016434          -2.894875          -0.165945           0.165880          14.017889        3090.831703       -3090.575663       10525.814862
      12.590000        3090.643203       -3090.398372       10533.059495           0.016332          -0.016388          -2.897075          -0.163444           0.163379          14.022762        3090.790315       -3090.545363       10521.933808
      12.591000        3090.247595       -3090.013773       10529.151274           0.016284          -0.016339          -2.899270          -0.160906           0.160839          14.027793        3090.392217       -3090.158274       10518.022750
      12.592000        3089.522438       -3089.299557       10525.091410           0.016234          -0.016289          -2.901462          -0.158336           0.158270          14.032932        3089.664541       -3089.441538       10513.959940
      12.593000        3088.464217       -3088.252128       10520.834880           0.016182          -0.016237          -2.903651          -0.155761           0.155694          14.038165        3088.603796       -3088.391585       10509.700366
      12.594000        3087.072810       -3086.871405       10516.315887           0.016128          -0.016184          -2.905838          -0.153171           0.153104          14.043473        3087.209853       -3087.008325       10505.178253
      12.595000        3085.348258       -3085.157471       10511.522481           0.016075          -0.016130          -2.908019          -0.150559           0.150491          14.048804        3085.482742       -3085.291832       10500.381696
      12.596000        3083.290880       -3083.110646       10506.448531           0.016021          -0.016076          -2.910194          -0.147922           0.147853          14.054151        3083.422782       -3083.242423       10495.304574
      12.597000        3080.901013       -3080.731265       10501.087576           0.015966          -0.016021          -2.912363          -0.145261           0.145192          14.059520        3081.030309       -3080.860436       10489.940419
      12.598000        3078.178985       -3078.019657       10495.433130           0.015911          -0.015966          -2.914526          -0.142576           0.142507          14.064919        3078.305651       -3078.146197       10484.282737
      12.599000        3075.125128       -3074.976152       10489.478639           0.015855          -0.015911          -2.916684          -0.139866           0.139796          14.070355        3075.249139       -3075.100037       10478.324968
      12.600000        3071.739821       -3071.601130       10483.217568           0.015799          -0.015855          -2.918835          -0.137131           0.137060          14.075834        3071.861152       -3071.722335       10472.060569
      12.601000        3068.023454       -3067.894981       10476.643302           0.015743          -0.015799          -2.920981          -0.134370           0.134298          14.081364        3068.142080       -3068.013480       10465.482918
      12.602000        3063.982442       -3063.864118       10469.721073           0.015685          -0.015740          -2.923121          -0.131574           0.131502          14.087045        3064.098332       -3063.979879       10458.557149
      12.603000        3059.629010       -3059.520738       10462.406075           0.015619          -0.015674          -2.925266          -0.128790           0.128718          14.092898        3059.742181       -3059.633781       10451.238443
      12.604000        3054.961589       -3054.863301       10454.666744           0.015553          -0.015608          -2.927408          -0.125986           0.125912          14.098843        3055.072022       -3054.973605       10443.495310
      12.605000        3049.980014       -3049.891645       10446.495180           0.015487          -0.015542          -2.929547          -0.123151           0.123077          14.104886        3050.087678       -3049.999180       10435.319841
      12.606000        3044.685068       -3044.606554       10437.883742           0.015422          -0.015477          -2.931682          -0.120285           0.120211          14.111034        3044.789931       -3044.711287       10426.704391
      12.607000        3039.077640       -3039.008915       10428.824457           0.015358          -0.015413          -2.933813          -0.117388           0.117313          14.117291        3039.179670       -3039.110815       10417.640979
      12.608000        3033.158746       -3033.099746       10419.308980           0.015295          -0.015350          -2.935939          -0.114458           0.114383          14.123664        3033.257910       -3033.198779       10408.121255
      12.609000        3026.929518       -3026.880176       10409.328601           0.015232          -0.015288          -2.938062          -0.111496           0.111420          14.130159        3027.025782       -3026.976308       10398.136503
      12.610000        3020.391197       -3020.351449       10398.874257           0.015171          -0.015226          -2.940179          -0.108501           0.108424          14.136781        3020.484527       -3020.444646       10387.677655
      12.611000        3013.546438       -3013.516213       10387.910687           0.015110          -0.015166          -2.942285          -0.105469           0.105391          14.143481        3013.636796       -3013.606439       10376.709491
      12.612000        3006.399432       -3006.378658       10376.373639           0.015053          -0.015109          -2.944368          -0.102396           0.102318          14.150194        3006.486775       -3006.465867       10365.167813
      12.613000        2998.947725       -2998.936335       10364.333784           0.014996          -0.015052          -2.946450          -0.099288           0.099209          14.157119        2999.032016       -2999.020492       10353.123114
      12.614000        2991.193013       -2991.190944       10351.780308           0.014940          -0.014996          -2.948530          -0.096143           0.096063          14.164263        2991.274216       -2991.272011       10340.564575
      12.615000        2983.137135       -2983.144321       10338.701966           0.014885          -0.014941          -2.950609          -0.092961           0.092881          14.171629        2983.215211       -2983.222261       10327.480946
      12.616000        2974.782032       -2974.798408       10325.087129           0.014831          -0.014887          -2.952686          -0.089742           0.089661          14.179223        2974.856942       -2974.873182       10313.860592
      12.617000        2966.129751       -2966.155252       10310.923786           0.014778          -0.014833          -2.954761          -0.086483           0.086402          14.187050        2966.201456       -2966.226821       10299.691497
      12.618000        2957.182475       -2957.217038       10296.199483           0.014725          -0.014781          -2.956834          -0.083185           0.083103          14.195115        2957.250935       -2957.285360       10284.961201
      12.619000        2947.942484       -2947.986043       10280.901416           0.014674          -0.014729          -2.958904          -0.079846           0.079764          14.203424        2948.007656       -2948.051077       10269.656897
      12.620000        2938.414865       -2938.467355       10265.008688           0.014622          -0.014678          -2.960971          -0.076463           0.076380          14.211982        2938.476706       -2938.529057       10253.757677
      12.621000        2928.601521       -2928.662874       10248.474957           0.014568          -0.014624          -2.963037          -0.073022           0.072938          14.220770        2928.659974       -2928.721188       10237.217224
      12.622000        2918.503107       -2918.573255       10231.277675           0.014512          -0.014567          -2.965100          -0.069513           0.069429          14.229777        2918.558108       -2918.628116       10220.012998
      12.623000        2908.122327       -2908.201201       10213.405088           0.014453          -0.014508          -2.967160          -0.065938           0.065853          14.239013        2908.173812       -2908.252545       10202.133236
      12.624000        2926.193132       -2926.276976       10159.131944           0.014161          -0.014217          -2.969737          -0.056102           0.056015          14.295460        2926.235072       -2926.318774       10147.806221
      12.625000        2965.865513       -2965.953791       10117.509927           0.013693          -0.013749          -2.972548          -0.041508           0.041420          14.361159        2965.893328       -2965.981463       10106.121316
      12.626000        3003.810502       -3003.904220       10095.933607           0.013236          -0.013292          -2.975302          -0.027197           0.027108          14.412170        3003.824463       -3003.918037       10084.496738
      12.627000        3030.334254       -3030.434356       10085.283753           0.012868          -0.012924          -2.977924          -0.015269           0.015178          14.446552        3030.336655       -3030.436611       10073.815126
      12.628000        3040.938223       -3041.045736       10081.363988           0.012627          -0.012683          -2.980355          -0.006687           0.006595          14.463336        3040.932282       -3041.039648       10069.881007
      12.629000        3036.318184       -3036.434368       10084.898524           0.012509          -0.012564          -2.982544          -0.001303           0.001210          14.462535        3036.306978       -3036.423013       10073.418533
      12.630000        3030.912866       -3031.039605       10101.863143           0.012388          -0.012444          -2.984447           0.004134          -0.004227          14.452067        3030.896344       -3031.022934       10090.395524
      12.631000        3025.365927       -3025.503355       10118.941748           0.012268          -0.012324          -2.986308           0.009655          -0.009749          14.441641        3025.344004       -3025.481283       10107.486416
      12.632000        3018.658314       -3018.806380       10134.659808           0.012159          -0.012214          -2.988151           0.015015          -0.015109          14.431432        3018.631140       -3018.779056       10123.216526
      12.633000        3010.847256       -3011.005894       10148.840157           0.012060          -0.012115          -2.989977           0.020229          -0.020323          14.421653        3010.814968       -3010.973455       10137.408480
      12.634000        3001.988416       -3002.157546       10161.317811           0.011970          -0.012026          -2.991788           0.025310          -0.025404          14.412508        3001.951136       -3002.120116       10149.897091
      12.635000        2992.135903       -2992.315435       10171.939921           0.011890          -0.011946          -2.993587           0.030271          -0.030366          14.404198        2992.093742       -2992.273124       10160.529310
      12.636000        2981.342275       -2981.532106       10180.565881           0.011819          -0.011875          -2.995375           0.035126          -0.035221          14.396919        2981.295330       -2981.485010       10169.164337
      12.637000        2969.658564       -2969.858581       10187.067183           0.011757          -0.011813          -2.997153           0.039888          -0.039983          14.390860        2969.606919       -2969.806784       10175.673476
