      EF                  x                  y                  z                J0_x               J0_y               J0_z               J1_x               J1_y               J1_z               J2_x               J2_y               J2_z      
      12.245000       -3060.898572        3078.870324       14693.760759          -0.008233           0.008179          -2.160316          -0.921659           0.924394           8.731049       -3059.968681        3077.937750       14687.190026
      12.246000       -3100.274650        3120.215195       14813.175209          -0.008307           0.008258          -2.159659          -0.922562           0.925710           8.738941       -3099.343781        3119.281227       14806.595927
      12.247000       -3138.874452        3160.807746       14931.101423          -0.008365           0.008320          -2.159019          -0.923515           0.927082           8.747163       -3137.942572        3159.872344       14924.513279
      12.248000       -3176.828057        3200.776298       15047.708911          -0.008410           0.008370          -2.158397          -0.924447           0.928437           8.755642       -3175.895200        3199.839492       15041.111666
      12.249000       -3214.116491        3240.100904       15162.943213          -0.008441           0.008406          -2.157793          -0.925357           0.929774           8.764380       -3213.182693        3239.162724       15156.336625
      12.250000       -3250.721263        3278.762091       15276.751249          -0.008459           0.008428          -2.157208          -0.926242           0.931091           8.773381       -3249.786561        3277.822572       15270.135077
      12.251000       -3286.617437        3316.733944       15389.076868          -0.008463           0.008437          -2.156643          -0.927104           0.932388           8.782648       -3285.681869        3315.793119       15382.450864
      12.252000       -3321.671358        3353.882050       15499.795084          -0.008458           0.008437          -2.156103          -0.927983           0.933707           8.792247       -3320.734916        3352.939907       15493.158940
      12.253000       -3355.824627        3390.147100       15608.830302          -0.008445           0.008428          -2.155587          -0.928892           0.935059           8.802203       -3354.887290        3389.203613       15602.183686
      12.254000       -3388.986971        3425.437805       15716.179896          -0.008430           0.008418          -2.155198          -0.929686           0.936299           8.812541       -3388.048856        3424.493088       15709.522553
      12.255000       -3421.108340        3459.703058       15821.818100          -0.008416           0.008408          -2.154979          -0.930289           0.937352           8.823254       -3420.169635        3458.757298       15815.149825
      12.256000       -3452.280398        3493.033500       15925.635557          -0.008393           0.008391          -2.154782          -0.930908           0.938424           8.834308       -3451.341097        3492.086685       15918.956031
      12.257000       -3482.541119        3525.465786       16027.623058          -0.008361           0.008363          -2.154606          -0.931523           0.939494           8.845671       -3481.601235        3524.517930       16020.931993
      12.258000       -3511.985547        3557.093764       16127.809203          -0.008314           0.008322          -2.154451          -0.932094           0.940522           8.857272       -3511.045139        3556.144920       16121.106382
      12.259000       -3540.603416        3587.906122       16226.155929          -0.008254           0.008266          -2.154315          -0.932619           0.941508           8.869111       -3539.662544        3586.956348       16219.441132
      12.260000       -3568.381595        3617.888647       16322.624337          -0.008179           0.008196          -2.154199          -0.933098           0.942448           8.881190       -3567.440319        3616.938003       16315.897346
      12.261000       -3595.307409        3647.027575       16417.177000          -0.008089           0.008111          -2.154104          -0.933529           0.943344           8.893511       -3594.365791        3646.076120       16410.437592
      12.262000       -3621.368692        3675.309636       16509.777841          -0.007984           0.008011          -2.154029          -0.933913           0.944194           8.906077       -3620.426795        3674.357431       16503.025793
      12.263000       -3646.553756        3702.722030       16600.392172          -0.007864           0.007896          -2.153974          -0.934249           0.944997           8.918890       -3645.611643        3701.769136       16593.627255
      12.264000       -3670.851397        3729.252433       16688.986689          -0.007728           0.007766          -2.153939          -0.934537           0.945754           8.931952       -3669.909133        3728.298913       16682.208676
      12.265000       -3694.250898        3754.888994       16775.529477          -0.007577           0.007619          -2.153924          -0.934776           0.946462           8.945266       -3693.308545        3753.934912       16768.738135
      12.266000       -3716.742022        3779.620337       16859.990006          -0.007409           0.007457          -2.153930          -0.934966           0.947123           8.958833       -3715.799647        3778.665758       16853.185103
      12.267000       -3738.315014        3803.435555       16942.339134          -0.007225           0.007278          -2.153955          -0.935107           0.947734           8.972656       -3737.372683        3802.480543       16935.520433
      12.268000       -3758.960627        3826.324239       17022.549105          -0.007025           0.007082          -2.154001          -0.935198           0.948297           8.986737       -3758.018404        3825.368860       17015.716369
      12.269000       -3778.670071        3848.276429       17100.593551          -0.006807           0.006870          -2.154066          -0.935240           0.948809           9.001079       -3777.728024        3847.320750       17093.746538
      12.270000       -3797.435051        3869.282648       17176.447589          -0.006573           0.006641          -2.154151          -0.935231           0.949272           9.015683       -3796.493247        3868.326736       17169.586058
      12.271000       -3815.247738        3889.333831       17250.091349          -0.006322           0.006395          -2.154256          -0.935172           0.949683           9.030555       -3814.306244        3888.377753       17243.215050
      12.272000       -3832.100786        3908.421414       17321.504498          -0.006054           0.006132          -2.154381          -0.935062           0.950043           9.045701       -3831.159670        3907.465240       17314.613178
      12.273000       -3847.987351        3926.537344       17390.666208          -0.005770           0.005853          -2.154524          -0.934901           0.950350           9.061121       -3847.046681        3925.581141       17383.759612
      12.274000       -3862.901957        3943.674925       17457.555801          -0.005469           0.005557          -2.154687          -0.934688           0.950605           9.076801       -3861.961800        3942.718763       17450.633688
      12.275000       -3875.937735        3959.339776       17520.494860          -0.005146           0.005240          -2.154900          -0.934716           0.951184           9.093293       -3874.997873        3958.383352       17513.556468
      12.276000       -3887.835388        3974.562272       17581.435435          -0.004757           0.004859          -2.155165          -0.934730           0.951898           9.109333       -3886.895901        3973.605515       17574.481267
      12.277000       -3898.747430        3988.954996       17640.323671          -0.004289           0.004398          -2.155407          -0.934733           0.952635           9.124712       -3897.808408        3987.997964       17633.354366
      12.278000       -3908.569551        4002.407440       17696.941347          -0.003733           0.003850          -2.155639          -0.934764           0.953430           9.139574       -3907.631055        4001.450161       17689.957412
      12.279000       -3917.300406        4014.906268       17751.237771          -0.003085           0.003211          -2.155881          -0.934825           0.954284           9.153994       -3916.362496        4013.948772       17744.239659
      12.280000       -3924.983217        4026.303956       17802.874233          -0.002390           0.002524          -2.156202          -0.934909           0.955151           9.168764       -3924.045918        4025.346280       17795.861671
      12.281000       -3931.750997        4036.630947       17851.842924          -0.001670           0.001812          -2.156623          -0.934961           0.955953           9.184059       -3930.814366        4035.673181       17844.815487
      12.282000       -3937.608224        4045.884189       17897.916371          -0.000928           0.001078          -2.157134          -0.934938           0.956645           9.199381       -3936.672359        4044.926466       17890.874123
      12.283000       -3942.549612        4054.051409       17941.086292          -0.000168           0.000325          -2.157726          -0.934842           0.957228           9.214749       -3941.614603        4053.093855       17934.029269
      12.284000       -3946.569442        4061.120410       17981.562999           0.000604          -0.000439          -2.158393          -0.934704           0.957733           9.230644       -3945.635342        4060.163116       17974.490748
      12.285000       -3949.663995        4067.081497       18019.364968           0.001385          -0.001214          -2.159126          -0.934526           0.958159           9.247127       -3948.730854        4066.124551       18012.276966
      12.286000       -3951.830255        4071.926169       18054.479703           0.002171          -0.001993          -2.159916          -0.934308           0.958505           9.264189       -3950.898118        4070.969657       18047.375431
      12.287000       -3953.065872        4075.647090       18086.897060           0.002958          -0.002775          -2.160757          -0.934046           0.958768           9.281820       -3952.134783        4074.691097       18079.775996
      12.288000       -3953.368834        4078.237731       18116.609559           0.003745          -0.003557          -2.161640          -0.933741           0.958944           9.300012       -3952.438838        4077.282343       18109.471187
      12.289000       -3952.744311        4079.699264       18143.618461           0.004527          -0.004334          -2.162559          -0.933385           0.959029           9.318760       -3951.815452        4078.744570       18136.462260
      12.290000       -3951.206612        4080.042500       18167.943404           0.005302          -0.005105          -2.163506          -0.932974           0.959014           9.338080       -3950.278940        4079.088591       18160.768831
      12.291000       -3948.756521        4079.265211       18189.583909           0.006068          -0.005867          -2.164477          -0.932505           0.958898           9.357970       -3947.830085        4078.312181       18182.390416
      12.292000       -3945.393273        4077.364124       18208.536582           0.006822          -0.006617          -2.165477          -0.931973           0.958675           9.378469       -3944.468122        4076.412066       18201.323590
      12.293000       -3940.504515        4074.041114       18225.552019           0.007191          -0.006983          -2.166079          -0.931427           0.958459           9.399912       -3939.580280        4073.089638       18218.318187
      12.294000       -3934.119157        4069.504125       18240.526786           0.007123          -0.006910          -2.166535          -0.930873           0.958295           9.422227       -3933.195407        4068.552741       18233.271094
      12.295000       -3927.093004        4064.242043       18252.416250           0.007122          -0.006905          -2.167427          -0.930240           0.958035           9.444934       -3926.169885        4063.290914       18245.138742
      12.296000       -3919.429981        4058.254596       18261.252206           0.007207          -0.006986          -2.168656          -0.929520           0.957668           9.468045       -3918.507668        4057.303914       18253.952817
      12.297000       -3911.132466        4051.531516       18267.112975           0.007383          -0.007158          -2.170134          -0.928712           0.957193           9.491460       -3910.211137        4050.581482       18259.791648
      12.298000       -3902.111013        4043.843617       18270.161903           0.007569          -0.007341          -2.171790          -0.927849           0.956612           9.515273       -3901.190733        4042.894346       18262.818420
      12.299000       -3892.337752        4035.112154       18270.449633           0.007735          -0.007505          -2.173614          -0.926944           0.955928           9.539546       -3891.418542        4034.163731       18263.083701
      12.300000       -3881.818298        4025.339956       18267.989405           0.007880          -0.007648          -2.175601          -0.926003           0.955146           9.564280       -3880.900175        4024.392459       18260.600727
      12.301000       -3870.559987        4014.532366       18262.796880           0.008004          -0.007771          -2.177746          -0.925028           0.954267           9.589469       -3869.642964        4013.585871       18255.385158
      12.302000       -3858.651125        4002.805886       18254.992084           0.008110          -0.007877          -2.180047          -0.924020           0.953299           9.615108       -3857.735215        4001.860464       18247.557023
      12.303000       -3846.266094        3990.366124       18244.785568           0.008203          -0.007970          -2.182495          -0.922986           0.952255           9.641433       -3845.351311        3989.421839       18237.326630
      12.304000       -3833.440818        3977.248932       18232.540974           0.008291          -0.008058          -2.185073          -0.921910           0.951119           9.669549       -3832.527198        3976.305871       18225.056498
      12.305000       -3820.127151        3963.406796       18218.763448           0.008374          -0.008142          -2.187768          -0.920762           0.949861           9.698785       -3819.214764        3962.465077       18211.252431
      12.306000       -3806.415780        3948.930503       18203.548198           0.008442          -0.008211          -2.190600          -0.919598           0.948538           9.728382       -3805.504623        3947.990176       18196.010416
      12.307000       -3792.314887        3933.829086       18186.917063           0.008494          -0.008265          -2.193562          -0.918420           0.947151           9.758246       -3791.404961        3932.890200       18179.352379
      12.308000       -3777.834703        3918.113990       18168.888254           0.008531          -0.008305          -2.196635          -0.917228           0.945700           9.788168       -3776.926007        3917.176594       18161.296721
      12.309000       -3763.070064        3901.881623       18149.585861           0.008553          -0.008329          -2.199828          -0.916024           0.944190           9.818361       -3762.162593        3900.945763       18141.967327
      12.310000       -3748.073836        3885.186793       18129.082170           0.008559          -0.008339          -2.203134          -0.914813           0.942622           9.848806       -3747.167583        3884.252511       18121.436498
      12.311000       -3732.854436        3868.040218       18107.404490           0.008552          -0.008335          -2.206547          -0.913593           0.940998           9.879489       -3731.949394        3867.107555       18099.731548
      12.312000       -3717.419708        3850.452409       18084.581796           0.008530          -0.008318          -2.210059          -0.912366           0.939319           9.910388       -3716.515871        3849.521408       18076.881467
      12.313000       -3701.777595        3832.434338       18060.643627           0.008495          -0.008289          -2.213665          -0.911131           0.937585           9.941478       -3700.874959        3831.505041       18052.915813
      12.314000       -3685.936427        3813.997727       18035.620047           0.008449          -0.008248          -2.217356          -0.909887           0.935796           9.972735       -3685.034989        3813.070179       18027.864668
      12.315000       -3669.905887        3795.167566       18009.570170           0.008385          -0.008190          -2.221153          -0.908627           0.933947          10.004173       -3669.005645        3794.241809       18001.787150
      12.316000       -3653.695987        3775.972247       17982.561629           0.008295          -0.008106          -2.225081          -0.907340           0.932032          10.035832       -3652.796942        3775.048321       17974.750878
      12.317000       -3637.312970        3756.422520       17954.634583           0.008181          -0.007998          -2.229121          -0.906026           0.930054          10.067677       -3636.415124        3755.500464       17946.796028
      12.318000       -3620.761134        3736.527509       17925.843564           0.008039          -0.007864          -2.233244          -0.904685           0.928010          10.099618       -3619.864488        3735.607364       17917.977191
      12.319000       -3604.045988        3716.297951       17896.224544           0.007875          -0.007707          -2.237440          -0.903317           0.925903          10.131644       -3603.150546        3715.379756       17888.330339
      12.320000       -3587.163015        3695.736408       17865.846943           0.007700          -0.007540          -2.241660          -0.901934           0.923746          10.163703       -3586.268780        3694.820201       17857.924900
      12.321000       -3570.113447        3674.851093       17834.756445           0.007523          -0.007371          -2.245881          -0.900543           0.921548          10.195762       -3569.220427        3673.936916       17826.806563
      12.322000       -3552.902321        3653.654128       17802.971955           0.007347          -0.007204          -2.250103          -0.899136           0.919304          10.227824       -3552.010531        3652.742028       17794.994233
      12.323000       -3535.669044        3632.292631       17770.951701           0.007273          -0.007139          -2.254156          -0.897719           0.917018          10.259714       -3534.778599        3631.382752       17762.946143
      12.324000       -3518.327606        3610.689366       17738.240917           0.007211          -0.007085          -2.258287          -0.896284           0.914687          10.291795       -3517.438532        3609.781764       17730.207409
      12.325000       -3500.881073        3588.856703       17704.852481           0.007157          -0.007041          -2.262494          -0.894832           0.912313          10.324072       -3499.993399        3587.951431       17696.790904
      12.326000       -3483.334132        3566.809506       17670.806590           0.007114          -0.007007          -2.266772          -0.893361           0.909895          10.356544       -3482.447885        3565.906618       17662.716818
      12.327000       -3465.691851        3544.563917       17636.123778           0.007078          -0.006981          -2.271117          -0.891866           0.907433          10.389213       -3464.807064        3543.663465       17628.005681
      12.328000       -3447.959402        3522.137006       17600.824643           0.007049          -0.006962          -2.275522          -0.890340           0.904920          10.422078       -3447.076111        3521.239048       17592.678086
      12.329000       -3430.141073        3499.545632       17564.929010           0.007024          -0.006948          -2.279982          -0.888782           0.902358          10.455139       -3429.259316        3498.650222       17556.753854
      12.330000       -3412.267445        3476.833758       17528.495554           0.007020          -0.006954          -2.284324          -0.887213           0.899771          10.488097       -3411.387253        3475.940940       17520.291780
      12.331000       -3394.261866        3453.938850       17491.587779           0.007020          -0.006964          -2.288653          -0.885581           0.897112          10.521104       -3393.383305        3453.048702       17483.355329
      12.332000       -3376.119546        3430.871074       17454.204713           0.007021          -0.006976          -2.292977          -0.883891           0.894386          10.554131       -3375.242675        3429.983664       17445.943559
      12.333000       -3357.846326        3407.652040       17416.364666           0.007021          -0.006987          -2.297293          -0.882164           0.891619          10.587164       -3356.971183        3406.767408       17408.074795
      12.334000       -3339.448745        3384.304829       17378.089572           0.007020          -0.006996          -2.301598          -0.880399           0.888813          10.620189       -3338.575366        3383.423012       17369.770981
      12.335000       -3320.930062        3360.850041       17339.397380           0.007016          -0.007002          -2.305890          -0.878593           0.885969          10.653198       -3320.058484        3359.971074       17331.050072
      12.336000       -3302.293382        3337.308916       17300.305866           0.007007          -0.007004          -2.310170          -0.876745           0.883090          10.686185       -3301.423643        3336.432830       17291.929851
      12.337000       -3283.541688        3313.703493       17260.832579           0.006991          -0.006999          -2.314434          -0.874851           0.880176          10.719142       -3282.673828        3312.830316       17252.427872
      12.338000       -3264.711899        3290.156345       17220.991834           0.006955          -0.006973          -2.318696          -0.872892           0.877224          10.752099       -3263.845962        3289.286094       17212.558431
      12.339000       -3245.885562        3267.005030       17180.777717           0.006867          -0.006894          -2.322992          -0.870807           0.874231          10.785141       -3245.021622        3266.137694       17172.315568
      12.340000       -3227.035782        3244.385422       17140.201423           0.006731          -0.006767          -2.327328          -0.868586           0.871219          10.818242       -3226.173927        3243.520970       17131.710509
      12.341000       -3207.324288        3221.516221       17093.694457           0.006638          -0.006681          -2.331941          -0.865806           0.867776          10.850263       -3206.465120        3220.655125       17085.176136
      12.342000       -3185.863813        3197.457140       17027.808833           0.006584          -0.006632          -2.336315          -0.862761           0.864187          10.879666       -3185.007637        3196.599585       17019.265483
      12.343000       -3162.437579        3171.922971       16942.070991           0.006580          -0.006632          -2.340151          -0.859537           0.860524          10.906217       -3161.584621        3171.069079       16933.504925
      12.344000       -3135.312764        3143.138235       16861.609968           0.006742          -0.006798          -2.343963          -0.855576           0.856216          10.933839       -3134.463930        3142.288816       16853.020092
      12.345000       -3104.940914        3111.497959       16800.643564           0.007067          -0.007125          -2.347833          -0.850871           0.851248          10.963730       -3104.097110        3110.653836       16792.027667
      12.346000       -3072.240281        3077.831813       16742.703241           0.007511          -0.007571          -2.351503          -0.845703           0.845879          10.992896       -3071.402090        3076.993504       16734.061848
      12.347000       -3037.315581        3042.166191       16686.593983           0.008079          -0.008140          -2.355015          -0.840118           0.840142          11.021809       -3036.483543        3041.334189       16677.927190
      12.348000       -3005.293984        3009.830303       16634.393006           0.008510          -0.008573          -2.358536          -0.835069           0.835032          11.052990       -3004.467425        3009.003844       16625.698552
      12.349000       -2985.103437        2989.623262       16592.756523           0.008800          -0.008862          -2.362286          -0.832879           0.832842          11.088374       -2984.279358        2988.799283       16584.030435
      12.350000       -2963.527667        2968.030974       16552.130634           0.009070          -0.009133          -2.366009          -0.830736           0.830699          11.122895       -2962.706002        2967.209409       16543.373747
      12.351000       -2940.662151        2945.148904       16512.506987           0.009284          -0.009346          -2.369714          -0.828602           0.828565          11.156584       -2939.842833        2944.329686       16503.720117
      12.352000       -2917.379828        2921.849999       16473.189158           0.009465          -0.009528          -2.373327          -0.826436           0.826399          11.189457       -2916.562858        2921.033128       16464.373029
      12.353000       -2893.941718        2898.395283       16433.987744           0.009627          -0.009690          -2.376825          -0.824229           0.824193          11.221500       -2893.127116        2897.580780       16425.143070
      12.354000       -2870.349093        2874.786025       16394.921322           0.009772          -0.009834          -2.380207          -0.821982           0.821946          11.252693       -2869.536882        2873.973913       16386.048836
      12.355000       -2846.603089        2851.023357       16356.005175           0.009900          -0.009962          -2.383471          -0.819698           0.819662          11.283020       -2845.793291        2850.213657       16347.105626
      12.356000       -2822.705253        2827.108799       16317.245182           0.010013          -0.010075          -2.386617          -0.817377           0.817342          11.312470       -2821.897889        2826.301532       16308.319329
      12.357000       -2798.656642        2803.043383       16278.587894           0.010113          -0.010175          -2.389640          -0.815025           0.814989          11.341033       -2797.851730        2802.238568       16269.636501
      12.358000       -2774.458513        2778.828361       16240.041164           0.010200          -0.010263          -2.392541          -0.812642           0.812606          11.368709       -2773.656072        2778.026018       16231.064996
      12.359000       -2750.112104        2754.464974       16201.610296           0.010277          -0.010340          -2.395323          -0.810229           0.810194          11.395507       -2749.312153        2753.665120       16192.610112
      12.360000       -2725.647514        2729.983298       16163.260198           0.010347          -0.010410          -2.398004          -0.807840           0.807805          11.421308       -2724.850022        2729.185903       16154.236894
      12.361000       -2701.048436        2705.367028       16125.062766           0.010411          -0.010473          -2.400578          -0.805450           0.805416          11.446183       -2700.253396        2704.572086       16116.017161
      12.362000       -2676.311842        2680.613152       16087.025400           0.010468          -0.010530          -2.403047          -0.803054           0.803020          11.470175       -2675.519256        2679.820662       16077.958272
      12.363000       -2651.438975        2655.722912       16049.143031           0.010520          -0.010582          -2.405414          -0.800653           0.800619          11.493314       -2650.648842        2654.932876       16040.055131
      12.364000       -2626.404285        2630.670759       16011.363409           0.010567          -0.010629          -2.407683          -0.798240           0.798206          11.515654       -2625.616612        2629.883182       16002.255438
      12.365000       -2601.166971        2605.415912       15973.607532           0.010609          -0.010671          -2.409858          -0.795819           0.795786          11.537287       -2600.381761        2604.630797       15964.480103
      12.366000       -2575.724679        2579.956006       15935.862551           0.010646          -0.010708          -2.411945          -0.793399           0.793366          11.558244       -2574.941926        2579.173348       15926.716253
      12.367000       -2550.078599        2554.292224       15898.115256           0.010679          -0.010741          -2.413952          -0.790977           0.790944          11.578566       -2549.298301        2553.512021       15888.950642
      12.368000       -2524.230189        2528.426025       15860.350276           0.010708          -0.010770          -2.415885          -0.788552           0.788519          11.598312       -2523.452345        2527.648275       15851.167849
      12.369000       -2498.180976        2502.358938       15822.549298           0.010732          -0.010794          -2.417754          -0.786125           0.786093          11.617551       -2497.405583        2501.583639       15813.349501
      12.370000       -2471.930912        2476.090916       15784.632744           0.010755          -0.010816          -2.419585          -0.783702           0.783670          11.636516       -2471.157964        2475.318063       15775.415812
      12.371000       -2445.480647        2449.622484       15746.553146           0.010778          -0.010840          -2.421392          -0.781283           0.781251          11.655332       -2444.710141        2448.852072       15737.319206
      12.372000       -2418.831562        2422.954938       15708.233865           0.010801          -0.010863          -2.423174          -0.778858           0.778827          11.674025       -2418.063505        2422.186974       15698.983014
      12.373000       -2391.985189        2396.089985       15669.659578           0.010825          -0.010887          -2.424932          -0.776425           0.776393          11.692603       -2391.219589        2395.324479       15660.391907
      12.374000       -2364.943218        2369.029320       15630.834285           0.010850          -0.010912          -2.426667          -0.773983           0.773951          11.711070       -2364.180085        2368.266280       15621.549882
      12.375000       -2337.707343        2341.774636       15591.761937           0.010875          -0.010937          -2.428379          -0.771532           0.771501          11.729428       -2336.946686        2341.014072       15582.460889
      12.376000       -2310.279256        2314.327626       15552.446450           0.010900          -0.010962          -2.430070          -0.769073           0.769042          11.747679       -2309.521083        2313.569546       15543.128840
      12.377000       -2282.660651        2286.689987       15512.891686           0.010927          -0.010988          -2.431740          -0.766606           0.766575          11.765828       -2281.904971        2285.934400       15503.557598
      12.378000       -2254.853222        2258.863412       15473.101475           0.010953          -0.011015          -2.433391          -0.764131           0.764101          11.783878       -2254.100043        2258.110326       15463.750988
      12.379000       -2226.858665        2230.849600       15433.079599           0.010980          -0.011042          -2.435023          -0.761649           0.761619          11.801832       -2226.107996        2230.099023       15423.712791
      12.380000       -2198.678676        2202.650246       15392.829798           0.011008          -0.011069          -2.436638          -0.759159           0.759129          11.819693       -2197.930525        2201.902187       15383.446743
      12.381000       -2170.314967        2174.267065       15352.355777           0.011036          -0.011097          -2.438238          -0.756662           0.756632          11.837466       -2169.569341        2173.521531       15342.956548
      12.382000       -2141.769307        2145.701826       15311.661047           0.011064          -0.011126          -2.439822          -0.754157           0.754127          11.855155       -2141.026214        2144.958825       15302.245713
      12.383000       -2113.043253        2116.956088       15270.749758           0.011094          -0.011155          -2.441392          -0.751646           0.751616          11.872762       -2112.302700        2116.215626       15261.318388
      12.384000       -2084.130522        2088.023568       15229.614292           0.011123          -0.011184          -2.442958          -0.749127           0.749098          11.890304       -2083.392518        2087.285655       15220.166946
      12.385000       -2055.021848        2058.895003       15188.244285           0.011152          -0.011213          -2.444526          -0.746601           0.746571          11.907803       -2054.286400        2058.159645       15178.781009
      12.386000       -2025.718941        2029.572101       15146.644096           0.011181          -0.011242          -2.446097          -0.744067           0.744037          11.925258       -2024.986056        2028.839306       15137.164935
      12.387000       -1996.223486        2000.056549       15104.818000           0.011210          -0.011271          -2.447670          -0.741525           0.741495          11.942669       -1995.493171        1999.326325       15095.323000
      12.388000       -1966.537217        1970.350085       15062.770234           0.011238          -0.011299          -2.449245          -0.738975           0.738946          11.960033       -1965.809480        1969.622438       15053.259446
      12.389000       -1936.661843        1940.454416       15020.504976           0.011267          -0.011328          -2.450824          -0.736417           0.736388          11.977350       -1935.936693        1939.729356       15010.978449
      12.390000       -1906.599101        1910.371282       14978.026425           0.011295          -0.011356          -2.452405          -0.733853           0.733824          11.994619       -1905.876543        1909.648813       14968.484211
      12.391000       -1876.350707        1880.102398       14935.338752           0.011322          -0.011383          -2.453990          -0.731281           0.731253          12.011837       -1875.630748        1879.382529       14925.780904
      12.392000       -1845.918391        1849.649496       14892.446105           0.011350          -0.011411          -2.455578          -0.728703           0.728675          12.029006       -1845.201038        1848.932233       14882.872678
      12.393000       -1815.303887        1819.014313       14849.352610           0.011378          -0.011439          -2.457170          -0.726119           0.726090          12.046122       -1814.589147        1818.299662       14839.763658
      12.394000       -1784.508940        1788.198592       14806.062365           0.011405          -0.011466          -2.458766          -0.723527           0.723499          12.063186       -1783.796817        1787.486559       14796.457945
      12.395000       -1753.535284        1757.204071       14762.579469           0.011432          -0.011493          -2.460365          -0.720930           0.720902          12.080195       -1752.825786        1756.494662       14752.959639
      12.396000       -1722.384669        1726.032498       14718.907986           0.011459          -0.011520          -2.461969          -0.718327           0.718299          12.097150       -1721.677801        1725.325719       14709.272805
      12.397000       -1691.058852        1694.685635       14675.051940           0.011486          -0.011546          -2.463577          -0.715718           0.715690          12.114048       -1690.354620        1693.981492       14665.401468
      12.398000       -1659.559588        1663.165235       14631.015360           0.011512          -0.011573          -2.465189          -0.713103           0.713075          12.130890       -1658.857997        1662.463732       14621.349659
      12.399000       -1627.888642        1631.473063       14586.802238           0.011539          -0.011599          -2.466805          -0.710483           0.710455          12.147673       -1627.189697        1630.774207       14577.121371
      12.400000       -1596.047769        1599.610879       14542.416570           0.011565          -0.011625          -2.468427          -0.707858           0.707830          12.164397       -1595.351476        1598.914675       14532.720600
      12.401000       -1564.038740        1567.580453       14497.862312           0.011591          -0.011651          -2.470052          -0.705227           0.705199          12.181061       -1563.345104        1566.886905       14488.151304
      12.402000       -1531.863332        1535.383563       14453.143382           0.011617          -0.011677          -2.471683          -0.702592           0.702564          12.197663       -1531.172357        1534.692676       14443.417402
      12.403000       -1499.523345        1503.022009       14408.263690           0.011642          -0.011703          -2.473319          -0.699952           0.699924          12.214204       -1498.835035        1502.333788       14398.522806
      12.404000       -1467.020522        1470.497537       14363.227162           0.011668          -0.011728          -2.474960          -0.697307           0.697280          12.230681       -1466.334882        1469.811986       14353.471441
      12.405000       -1434.356672        1437.811958       14318.037648           0.011693          -0.011754          -2.476605          -0.694658           0.694631          12.247095       -1433.673707        1437.129081       14308.267159
      12.406000       -1401.533584        1404.967059       14272.699003           0.011719          -0.011779          -2.478257          -0.692005           0.691978          12.263443       -1400.853298        1404.286860       14262.913817
      12.407000       -1368.553053        1371.964638       14227.215059           0.011744          -0.011804          -2.479913          -0.689349           0.689321          12.279726       -1367.875449        1371.287121       14217.415246
      12.408000       -1335.416879        1338.806495       14181.589623           0.011769          -0.011829          -2.481575          -0.686688           0.686661          12.295942       -1334.741960        1338.131664       14171.775256
      12.409000       -1302.126867        1305.494436       14135.826484           0.011794          -0.011854          -2.483243          -0.684024           0.683996          12.312090       -1301.454637        1304.822294       14125.997637
      12.410000       -1268.684824        1272.030272       14089.929409           0.011818          -0.011879          -2.484916          -0.681356           0.681329          12.328170       -1268.015287        1271.360821       14080.086155
      12.411000       -1235.092565        1238.415815       14043.902143           0.011843          -0.011903          -2.486595          -0.678686           0.678658          12.344181       -1234.425723        1237.749060       14034.044557
      12.412000       -1201.351895        1204.652872       13997.748417           0.011868          -0.011928          -2.488279          -0.676012           0.675985          12.360121       -1200.687750        1203.988816       13987.876575
      12.413000       -1167.464656        1170.743289       13951.471925           0.011892          -0.011953          -2.489970          -0.673336           0.673309          12.375992       -1166.803213        1170.081933       13941.585903
      12.414000       -1133.432508        1136.688724       13905.076763           0.011917          -0.011977          -2.491667          -0.670657           0.670630          12.391791       -1132.773768        1136.030072       13895.176639
      12.415000       -1099.257347        1102.491075       13858.566343           0.011941          -0.012001          -2.493369          -0.667975           0.667947          12.407518       -1098.601314        1101.835129       13848.652195
      12.416000       -1064.941269        1068.152439       13811.943877           0.011966          -0.012026          -2.495077          -0.665290           0.665263          12.423170       -1064.287945        1067.499202       13802.015784
      12.417000       -1030.486282        1033.674825       13765.211928           0.011991          -0.012051          -2.496791          -0.662594           0.662566          12.438745       -1029.835679        1033.024310       13755.269973
      12.418000        -995.893935         999.059784       13718.373606           0.012016          -0.012076          -2.498511          -0.659890           0.659863          12.454240        -995.246061         998.411997       13708.417877
      12.419000        -961.166077         964.309164       13671.433472           0.012042          -0.012101          -2.500238          -0.657185           0.657158          12.469658        -960.520933         963.664108       13661.464051
      12.420000        -926.304560         929.424820       13624.395080           0.012067          -0.012127          -2.501971          -0.654481           0.654453          12.484998        -925.662146         928.782494       13614.412052
      12.421000        -891.311241         894.408609       13577.261967           0.012092          -0.012152          -2.503710          -0.651776           0.651748          12.500260        -890.671558         893.769013       13567.265417
      12.422000        -856.187981         859.262393       13530.037645           0.012118          -0.012177          -2.505456          -0.649070           0.649043          12.515442        -855.551028         858.625528       13520.027659
      12.423000        -820.936644         823.988038       13482.725609           0.012143          -0.012203          -2.507208          -0.646365           0.646338          12.530545        -820.302422         823.353903       13472.702272
      12.424000        -785.559101         788.587415       13435.329329           0.012169          -0.012228          -2.508966          -0.643661           0.643633          12.545567        -784.927609         787.956009       13425.292728
      12.425000        -750.057225         753.062398       13387.852257           0.012194          -0.012254          -2.510732          -0.640957           0.640929          12.560508        -749.428463         752.433722       13377.802480
